#   Radius       Mass      Log(P)   Log(Rho)   Log(T)     L(r)      Pgas/P    Log(jrot)     L/m      v/csound    omega       v_rot       csound   
6.7314e-02 3.1506e+01 2.1665e+01 4.3971e+00 9.0305e+00 3.8610e+15 2.7835e-01 1.6886e+01 1.2255e+14 1.2638e-01 5.2513e-03 2.4602e+02 4.9809e+08
6.7172e-02 3.1472e+01 2.1670e+01 4.4009e+00 9.0316e+00 3.7810e+15 2.7869e-01 1.6885e+01 1.2014e+14 1.2637e-01 5.2606e-03 2.4594e+02 4.9847e+08
6.7031e-02 3.1438e+01 2.1677e+01 4.4066e+00 9.0333e+00 3.7017e+15 2.7918e-01 1.6883e+01 1.1775e+14 1.2636e-01 5.2701e-03 2.4586e+02 4.9908e+08
6.6750e-02 3.1369e+01 2.1685e+01 4.4131e+00 9.0351e+00 3.5449e+15 2.7979e-01 1.6881e+01 1.1300e+14 1.2632e-01 5.2896e-03 2.4574e+02 4.9972e+08
6.6551e-02 3.1321e+01 2.1691e+01 4.4185e+00 9.0367e+00 3.4349e+15 2.8028e-01 1.6880e+01 1.0967e+14 1.2629e-01 5.3040e-03 2.4567e+02 5.0027e+08
6.6352e-02 3.1272e+01 2.1698e+01 4.4243e+00 9.0384e+00 3.3264e+15 2.8082e-01 1.6879e+01 1.0637e+14 1.2625e-01 5.3187e-03 2.4562e+02 5.0087e+08
6.6120e-02 3.1214e+01 2.1704e+01 4.4291e+00 9.0397e+00 3.2001e+15 2.8128e-01 1.6877e+01 1.0252e+14 1.2620e-01 5.3366e-03 2.4558e+02 5.0133e+08
6.6004e-02 3.1185e+01 2.1710e+01 4.4343e+00 9.0412e+00 3.1379e+15 2.8175e-01 1.6876e+01 1.0062e+14 1.2617e-01 5.3457e-03 2.4557e+02 5.0188e+08
6.5739e-02 3.1118e+01 2.1717e+01 4.4400e+00 9.0429e+00 2.9967e+15 2.8231e-01 1.6874e+01 9.6300e+13 1.2609e-01 5.3673e-03 2.4557e+02 5.0243e+08
6.5589e-02 3.1081e+01 2.1724e+01 4.4452e+00 9.0444e+00 2.9182e+15 2.8280e-01 1.6874e+01 9.3891e+13 1.2604e-01 5.3798e-03 2.4558e+02 5.0296e+08
6.5357e-02 3.1022e+01 2.1729e+01 4.4500e+00 9.0457e+00 2.7979e+15 2.8328e-01 1.6872e+01 9.0192e+13 1.2597e-01 5.3997e-03 2.4562e+02 5.0343e+08
6.5242e-02 3.0992e+01 2.1735e+01 4.4550e+00 9.0472e+00 2.7386e+15 2.8376e-01 1.6871e+01 8.8364e+13 1.2592e-01 5.4099e-03 2.4565e+02 5.0396e+08
6.4987e-02 3.0926e+01 2.1741e+01 4.4601e+00 9.0486e+00 2.6080e+15 2.8428e-01 1.6870e+01 8.4329e+13 1.2582e-01 5.4330e-03 2.4573e+02 5.0444e+08
6.4875e-02 3.0897e+01 2.1747e+01 4.4646e+00 9.0499e+00 2.5522e+15 2.8472e-01 1.6869e+01 8.2602e+13 1.2577e-01 5.4434e-03 2.4578e+02 5.0491e+08
6.4656e-02 3.0840e+01 2.1752e+01 4.4692e+00 9.0512e+00 2.4431e+15 2.8519e-01 1.6868e+01 7.9218e+13 1.2567e-01 5.4642e-03 2.4589e+02 5.0535e+08
6.4548e-02 3.0812e+01 2.1757e+01 4.4726e+00 9.0522e+00 2.3898e+15 2.8554e-01 1.6867e+01 7.7561e+13 1.2562e-01 5.4747e-03 2.4595e+02 5.0570e+08
6.4407e-02 3.0775e+01 2.1761e+01 4.4765e+00 9.0533e+00 2.3210e+15 2.8594e-01 1.6866e+01 7.5418e+13 1.2555e-01 5.4887e-03 2.4604e+02 5.0608e+08
6.4266e-02 3.0738e+01 2.1768e+01 4.4821e+00 9.0549e+00 2.2529e+15 2.8650e-01 1.6866e+01 7.3293e+13 1.2548e-01 5.5029e-03 2.4613e+02 5.0666e+08
6.4002e-02 3.0668e+01 2.1774e+01 4.4874e+00 9.0564e+00 2.1273e+15 2.8707e-01 1.6864e+01 6.9366e+13 1.2533e-01 5.5302e-03 2.4634e+02 5.0716e+08
6.3886e-02 3.0637e+01 2.1780e+01 4.4918e+00 9.0577e+00 2.0729e+15 2.8752e-01 1.6864e+01 6.7662e+13 1.2527e-01 5.5424e-03 2.4644e+02 5.0761e+08
6.3684e-02 3.0582e+01 2.1786e+01 4.4974e+00 9.0592e+00 1.9792e+15 2.8812e-01 1.6863e+01 6.4718e+13 1.2515e-01 5.5643e-03 2.4663e+02 5.0817e+08
6.3483e-02 3.0528e+01 2.1793e+01 4.5029e+00 9.0608e+00 1.8877e+15 2.8872e-01 1.6862e+01 6.1834e+13 1.2502e-01 5.5866e-03 2.4683e+02 5.0872e+08
6.3288e-02 3.0475e+01 2.1799e+01 4.5083e+00 9.0623e+00 1.8009e+15 2.8930e-01 1.6861e+01 5.9094e+13 1.2489e-01 5.6088e-03 2.4705e+02 5.0926e+08
6.3094e-02 3.0422e+01 2.1806e+01 4.5141e+00 9.0640e+00 1.7155e+15 2.8993e-01 1.6860e+01 5.6389e+13 1.2476e-01 5.6313e-03 2.4729e+02 5.0983e+08
6.2879e-02 3.0362e+01 2.1814e+01 4.5204e+00 9.0658e+00 1.6226e+15 2.9062e-01 1.6859e+01 5.3440e+13 1.2460e-01 5.6570e-03 2.4756e+02 5.1045e+08
6.2645e-02 3.0297e+01 2.1821e+01 4.5262e+00 9.0674e+00 1.5234e+15 2.9128e-01 1.6858e+01 5.0281e+13 1.2443e-01 5.6857e-03 2.4789e+02 5.1102e+08
6.2464e-02 3.0246e+01 2.1826e+01 4.5304e+00 9.0686e+00 1.4487e+15 2.9176e-01 1.6857e+01 4.7895e+13 1.2429e-01 5.7083e-03 2.4816e+02 5.1143e+08
6.2349e-02 3.0214e+01 2.1830e+01 4.5338e+00 9.0696e+00 1.4024e+15 2.9215e-01 1.6856e+01 4.6415e+13 1.2419e-01 5.7228e-03 2.4834e+02 5.1177e+08
6.2218e-02 3.0177e+01 2.1834e+01 4.5375e+00 9.0706e+00 1.3498e+15 2.9258e-01 1.6856e+01 4.4728e+13 1.2409e-01 5.7398e-03 2.4855e+02 5.1213e+08
6.2087e-02 3.0140e+01 2.1840e+01 4.5423e+00 9.0719e+00 1.2981e+15 2.9312e-01 1.6855e+01 4.3069e+13 1.2397e-01 5.7568e-03 2.4876e+02 5.1261e+08
6.1881e-02 3.0081e+01 2.1847e+01 4.5481e+00 9.0736e+00 1.2181e+15 2.9379e-01 1.6854e+01 4.0494e+13 1.2379e-01 5.7842e-03 2.4911e+02 5.1319e+08
6.1676e-02 3.0022e+01 2.1853e+01 4.5530e+00 9.0750e+00 1.1403e+15 2.9438e-01 1.6854e+01 3.7983e+13 1.2361e-01 5.8120e-03 2.4948e+02 5.1367e+08
6.1533e-02 2.9981e+01 2.1858e+01 4.5571e+00 9.0761e+00 1.0875e+15 2.9486e-01 1.6853e+01 3.6274e+13 1.2348e-01 5.8316e-03 2.4974e+02 5.1406e+08
6.1391e-02 2.9940e+01 2.1865e+01 4.5631e+00 9.0778e+00 1.0358e+15 2.9555e-01 1.6853e+01 3.4597e+13 1.2335e-01 5.8513e-03 2.5001e+02 5.1468e+08
6.1110e-02 2.9858e+01 2.1872e+01 4.5691e+00 9.0795e+00 9.3585e+14 2.9630e-01 1.6852e+01 3.1344e+13 1.2307e-01 5.8913e-03 2.5056e+02 5.1525e+08
6.0970e-02 2.9817e+01 2.1877e+01 4.5731e+00 9.0806e+00 8.8776e+14 2.9678e-01 1.6851e+01 2.9774e+13 1.2293e-01 5.9114e-03 2.5084e+02 5.1564e+08
6.0831e-02 2.9776e+01 2.1884e+01 4.5790e+00 9.0822e+00 8.4081e+14 2.9749e-01 1.6851e+01 2.8238e+13 1.2279e-01 5.9317e-03 2.5113e+02 5.1625e+08
6.0555e-02 2.9693e+01 2.1892e+01 4.5858e+00 9.0841e+00 7.5060e+14 2.9834e-01 1.6850e+01 2.5278e+13 1.2250e-01 5.9725e-03 2.5171e+02 5.1690e+08
6.0359e-02 2.9635e+01 2.1898e+01 4.5911e+00 9.0856e+00 6.8852e+14 2.9901e-01 1.6849e+01 2.3234e+13 1.2229e-01 6.0020e-03 2.5214e+02 5.1741e+08
6.0188e-02 2.9583e+01 2.1904e+01 4.5960e+00 9.0870e+00 6.3633e+14 2.9963e-01 1.6848e+01 2.1510e+13 1.2210e-01 6.0280e-03 2.5251e+02 5.1790e+08
6.0018e-02 2.9531e+01 2.1910e+01 4.6011e+00 9.0884e+00 5.8602e+14 3.0027e-01 1.6848e+01 1.9844e+13 1.2191e-01 6.0541e-03 2.5289e+02 5.1840e+08
5.9833e-02 2.9475e+01 2.1917e+01 4.6064e+00 9.0899e+00 5.3351e+14 3.0095e-01 1.6847e+01 1.8100e+13 1.2169e-01 6.0826e-03 2.5330e+02 5.1893e+08
5.9650e-02 2.9419e+01 2.1924e+01 4.6128e+00 9.0917e+00 4.8339e+14 3.0178e-01 1.6846e+01 1.6431e+13 1.2147e-01 6.1112e-03 2.5371e+02 5.1958e+08
5.9385e-02 2.9337e+01 2.1931e+01 4.6186e+00 9.0933e+00 4.1470e+14 3.0255e-01 1.6846e+01 1.4136e+13 1.2115e-01 6.1529e-03 2.5431e+02 5.2012e+08
5.9254e-02 2.9296e+01 2.1936e+01 4.6224e+00 9.0943e+00 3.8217e+14 3.0305e-01 1.6845e+01 1.3045e+13 1.2099e-01 6.1738e-03 2.5460e+02 5.2050e+08
5.9123e-02 2.9255e+01 2.1941e+01 4.6265e+00 9.0955e+00 3.5093e+14 3.0359e-01 1.6845e+01 1.1996e+13 1.2082e-01 6.1946e-03 2.5490e+02 5.2091e+08
5.8971e-02 2.9207e+01 2.1948e+01 4.6325e+00 9.0971e+00 3.1608e+14 3.0437e-01 1.6844e+01 1.0822e+13 1.2062e-01 6.2189e-03 2.5524e+02 5.2153e+08
5.8709e-02 2.9124e+01 2.1954e+01 4.6380e+00 9.0986e+00 2.5905e+14 3.0513e-01 1.6843e+01 8.8945e+12 1.2028e-01 6.2611e-03 2.5583e+02 5.2204e+08
5.8599e-02 2.9089e+01 2.1960e+01 4.6428e+00 9.1000e+00 2.3616e+14 3.0577e-01 1.6843e+01 8.1183e+12 1.2013e-01 6.2788e-03 2.5607e+02 5.2253e+08
5.8380e-02 2.9019e+01 2.1968e+01 4.6492e+00 9.1018e+00 1.9234e+14 3.0665e-01 1.6842e+01 6.6280e+12 1.1983e-01 6.3144e-03 2.5656e+02 5.2317e+08
5.8159e-02 2.8948e+01 2.1975e+01 4.6557e+00 9.1035e+00 1.5113e+14 3.0754e-01 1.6841e+01 5.2207e+12 1.1952e-01 6.3506e-03 2.5705e+02 5.2381e+08
5.7939e-02 2.8877e+01 2.1982e+01 4.6610e+00 9.1050e+00 1.1469e+14 3.0828e-01 1.6840e+01 3.9716e+12 1.1921e-01 6.3871e-03 2.5756e+02 5.2432e+08
5.7803e-02 2.8832e+01 2.1988e+01 4.6659e+00 9.1063e+00 9.5744e+13 3.0895e-01 1.6840e+01 3.3207e+12 1.1901e-01 6.4101e-03 2.5788e+02 5.2482e+08
5.7605e-02 2.8767e+01 2.1994e+01 4.6710e+00 9.1077e+00 7.4102e+13 3.0968e-01 1.6839e+01 2.5759e+12 1.1871e-01 6.4438e-03 2.5834e+02 5.2532e+08
5.7457e-02 2.8718e+01 2.1999e+01 4.6753e+00 9.1089e+00 6.0963e+13 3.1029e-01 1.6839e+01 2.1228e+12 1.1849e-01 6.4683e-03 2.5866e+02 5.2576e+08
5.7310e-02 2.8670e+01 2.2004e+01 4.6800e+00 9.1102e+00 4.4690e+13 3.1095e-01 1.6838e+01 1.5588e+12 1.1826e-01 6.4919e-03 2.5894e+02 5.2622e+08
5.7144e-02 2.8614e+01 2.2010e+01 4.6849e+00 9.1116e+00 2.3263e+13 3.1166e-01 1.6837e+01 8.1298e+11 1.1801e-01 6.5180e-03 2.5923e+02 5.2671e+08
5.6979e-02 2.8559e+01 2.2016e+01 4.6897e+00 9.1129e+00 1.0053e+13 3.1235e-01 1.6836e+01 3.5202e+11 1.1775e-01 6.5429e-03 2.5947e+02 5.2719e+08
5.6821e-02 2.8505e+01 2.2021e+01 4.6944e+00 9.1142e+00 3.8208e+06 3.1305e-01 1.6835e+01 1.3404e+05 1.1750e-01 6.5665e-03 2.5968e+02 5.2764e+08
5.6664e-02 2.8452e+01 2.2029e+01 4.7012e+00 9.1160e+00 3.8253e+06 3.1399e-01 1.6847e+01 1.3445e+05 1.1725e-01 6.7834e-03 2.6751e+02 5.2831e+08
5.6367e-02 2.8351e+01 2.2038e+01 4.7087e+00 9.1180e+00 3.7973e+06 3.1507e-01 1.6865e+01 1.3394e+05 1.1677e-01 7.1366e-03 2.7997e+02 5.2891e+08
5.6177e-02 2.8285e+01 2.2045e+01 4.7144e+00 9.1195e+00 3.7644e+06 3.1594e-01 1.6866e+01 1.3309e+05 1.1647e-01 7.2007e-03 2.8153e+02 5.2942e+08
5.5996e-02 2.8222e+01 2.2051e+01 4.7200e+00 9.1210e+00 3.7392e+06 3.1681e-01 1.6869e+01 1.3249e+05 1.1619e-01 7.3010e-03 2.8454e+02 5.2984e+08
5.5817e-02 2.8160e+01 2.2058e+01 4.7258e+00 9.1225e+00 3.7470e+06 3.1767e-01 1.6869e+01 1.3306e+05 1.1591e-01 7.3511e-03 2.8557e+02 5.3034e+08
5.5621e-02 2.8091e+01 2.2066e+01 4.7328e+00 9.1245e+00 3.7347e+06 3.1873e-01 1.6872e+01 1.3295e+05 1.1559e-01 7.4607e-03 2.8881e+02 5.3107e+08
5.5349e-02 2.7994e+01 2.2077e+01 4.7423e+00 9.1270e+00 3.7166e+06 3.2012e-01 1.6869e+01 1.3276e+05 1.1512e-01 7.4788e-03 2.8809e+02 5.3197e+08
5.5002e-02 2.7870e+01 2.2088e+01 4.7517e+00 9.1295e+00 3.6843e+06 3.2157e-01 1.6876e+01 1.3219e+05 1.1452e-01 7.7007e-03 2.9479e+02 5.3285e+08
5.4737e-02 2.7774e+01 2.2098e+01 4.7599e+00 9.1318e+00 3.6661e+06 3.2284e-01 1.6876e+01 1.3200e+05 1.1406e-01 7.7717e-03 2.9607e+02 5.3369e+08
5.4463e-02 2.7674e+01 2.2109e+01 4.7687e+00 9.1342e+00 3.6546e+06 3.2418e-01 1.6874e+01 1.3206e+05 1.1358e-01 7.8154e-03 2.9624e+02 5.3461e+08
5.4156e-02 2.7561e+01 2.2121e+01 4.7786e+00 9.1369e+00 3.6255e+06 3.2570e-01 1.6874e+01 1.3155e+05 1.1302e-01 7.8933e-03 2.9751e+02 5.3572e+08
5.3808e-02 2.7431e+01 2.2132e+01 4.7881e+00 9.1395e+00 3.5898e+06 3.2721e-01 1.6871e+01 1.3087e+05 1.1236e-01 7.9430e-03 2.9746e+02 5.3672e+08
5.3541e-02 2.7330e+01 2.2139e+01 4.7942e+00 9.1411e+00 3.5642e+06 3.2820e-01 1.6867e+01 1.3041e+05 1.1182e-01 7.9574e-03 2.9652e+02 5.3737e+08
5.3408e-02 2.7280e+01 2.2145e+01 4.7996e+00 9.1426e+00 3.5538e+06 3.2904e-01 1.6866e+01 1.3027e+05 1.1154e-01 7.9679e-03 2.9617e+02 5.3800e+08
5.3186e-02 2.7195e+01 2.2154e+01 4.8063e+00 9.1445e+00 3.5497e+06 3.3010e-01 1.6863e+01 1.3053e+05 1.1104e-01 7.9896e-03 2.9575e+02 5.3880e+08
5.2964e-02 2.7110e+01 2.2162e+01 4.8129e+00 9.1463e+00 1.7817e+14 3.3115e-01 1.6861e+01 6.5720e+12 1.1054e-01 8.0187e-03 2.9559e+02 5.3960e+08
5.2746e-02 2.7026e+01 2.2170e+01 4.8195e+00 9.1481e+00 3.5750e+14 3.3219e-01 1.6859e+01 1.3228e+13 1.1002e-01 8.0421e-03 2.9523e+02 5.4042e+08
5.2528e-02 2.6941e+01 2.2176e+01 4.8247e+00 9.1496e+00 5.0159e+14 3.3301e-01 1.6857e+01 1.8618e+13 1.0951e-01 8.0663e-03 2.9489e+02 5.4106e+08
5.2403e-02 2.6892e+01 2.2181e+01 4.8285e+00 9.1506e+00 6.4611e+14 3.3361e-01 1.6855e+01 2.4026e+13 1.0916e-01 8.0815e-03 2.9474e+02 5.4153e+08
5.2278e-02 2.6843e+01 2.2187e+01 4.8339e+00 9.1521e+00 6.7859e+14 3.3450e-01 1.6854e+01 2.5280e+13 1.0889e-01 8.0956e-03 2.9455e+02 5.4219e+08
5.2048e-02 2.6752e+01 2.2196e+01 4.8413e+00 9.1541e+00 2.9870e+14 3.3578e-01 1.6851e+01 1.1166e+13 1.0874e-01 8.1200e-03 2.9414e+02 5.4289e+08
5.1821e-02 2.6661e+01 2.2204e+01 4.8480e+00 9.1559e+00 4.2672e+14 3.3692e-01 1.6849e+01 1.6005e+13 1.0812e-01 8.1422e-03 2.9366e+02 5.4365e+08
5.1614e-02 2.6578e+01 2.2212e+01 4.8550e+00 9.1578e+00 1.5859e+14 3.3806e-01 1.6846e+01 5.9669e+12 1.0779e-01 8.1607e-03 2.9315e+02 5.4454e+08
5.1361e-02 2.6476e+01 2.2220e+01 4.8615e+00 9.1597e+00 3.3668e+06 3.3907e-01 1.6844e+01 1.2716e+05 1.0718e-01 8.2022e-03 2.9320e+02 5.4549e+08
5.1169e-02 2.6398e+01 2.2227e+01 4.8675e+00 9.1613e+00 3.3147e+06 3.4010e-01 1.6843e+01 1.2557e+05 1.0633e-01 8.2305e-03 2.9311e+02 5.4614e+08
5.0979e-02 2.6320e+01 2.2236e+01 4.8743e+00 9.1632e+00 1.0431e+13 3.4122e-01 1.6841e+01 3.9632e+11 1.0622e-01 8.2541e-03 2.9286e+02 5.4706e+08
5.0717e-02 2.6212e+01 2.2248e+01 4.8842e+00 9.1659e+00 2.6269e+14 3.4288e-01 1.6837e+01 1.0022e+13 1.0578e-01 8.2767e-03 2.9215e+02 5.4837e+08
5.0330e-02 2.6051e+01 2.2260e+01 4.8939e+00 9.1687e+00 5.6785e+14 3.4450e-01 1.6832e+01 2.1798e+13 1.0498e-01 8.3122e-03 2.9116e+02 5.4973e+08
5.0074e-02 2.5943e+01 2.2270e+01 4.9025e+00 9.1710e+00 8.6780e+14 3.4600e-01 1.6829e+01 3.3450e+13 1.0431e-01 8.3335e-03 2.9042e+02 5.5074e+08
4.9789e-02 2.5823e+01 2.2280e+01 4.9111e+00 9.1733e+00 8.3729e+14 3.4749e-01 1.6826e+01 3.2425e+13 1.0375e-01 8.3667e-03 2.8993e+02 5.5184e+08
4.9524e-02 2.5709e+01 2.2290e+01 4.9191e+00 9.1756e+00 8.3662e+14 3.4885e-01 1.6822e+01 3.2542e+13 1.0315e-01 8.3879e-03 2.8911e+02 5.5300e+08
4.9260e-02 2.5595e+01 2.2306e+01 4.9318e+00 9.1792e+00 9.1468e+14 3.5098e-01 1.6819e+01 3.5736e+13 1.0246e-01 8.4103e-03 2.8834e+02 5.5495e+08
4.8681e-02 2.5343e+01 2.2325e+01 4.9469e+00 9.1833e+00 9.5537e+14 3.5367e-01 1.6811e+01 3.7698e+13 1.0105e-01 8.4599e-03 2.8663e+02 5.5697e+08
4.8290e-02 2.5169e+01 2.2340e+01 4.9594e+00 9.1868e+00 1.0523e+15 3.5585e-01 1.6806e+01 4.1809e+13 1.0008e-01 8.4926e-03 2.8543e+02 5.5878e+08
4.7872e-02 2.4982e+01 2.2354e+01 4.9707e+00 9.1899e+00 1.1858e+15 3.5787e-01 1.6800e+01 4.7468e+13 9.9041e-02 8.5263e-03 2.8408e+02 5.6040e+08
4.7562e-02 2.4841e+01 2.2367e+01 4.9813e+00 9.1929e+00 1.2952e+15 3.5975e-01 1.6796e+01 5.2140e+13 9.8258e-02 8.5506e-03 2.8304e+02 5.6204e+08
4.7178e-02 2.4666e+01 2.2382e+01 4.9932e+00 9.1962e+00 1.4416e+15 3.6187e-01 1.6790e+01 5.8445e+13 9.7280e-02 8.5797e-03 2.8172e+02 5.6385e+08
4.6792e-02 2.4487e+01 2.2394e+01 5.0034e+00 9.1991e+00 1.5961e+15 3.6373e-01 1.6784e+01 6.5180e+13 9.6295e-02 8.6081e-03 2.8033e+02 5.6538e+08
4.6521e-02 2.4360e+01 2.2408e+01 5.0147e+00 9.2023e+00 1.7093e+15 3.6573e-01 1.6780e+01 7.0167e+13 9.5592e-02 8.6273e-03 2.7933e+02 5.6728e+08
4.6050e-02 2.4138e+01 2.2430e+01 5.0314e+00 9.2070e+00 1.9130e+15 3.6872e-01 1.6773e+01 7.9252e+13 9.4353e-02 8.6595e-03 2.7753e+02 5.7009e+08
4.5425e-02 2.3838e+01 2.2447e+01 5.0455e+00 9.2108e+00 2.1961e+15 3.7139e-01 1.6763e+01 9.2124e+13 9.2729e-02 8.6998e-03 2.7504e+02 5.7213e+08
4.5160e-02 2.3710e+01 2.2461e+01 5.0570e+00 9.2141e+00 2.3221e+15 3.7346e-01 1.6759e+01 9.7936e+13 9.2032e-02 8.7161e-03 2.7395e+02 5.7419e+08
4.4668e-02 2.3469e+01 2.2476e+01 5.0691e+00 9.2175e+00 2.5548e+15 3.7573e-01 1.6751e+01 1.0886e+14 9.0727e-02 8.7450e-03 2.7186e+02 5.7608e+08
4.4392e-02 2.3332e+01 2.2492e+01 5.0812e+00 9.2209e+00 2.6897e+15 3.7793e-01 1.6746e+01 1.1528e+14 8.9991e-02 8.7605e-03 2.7066e+02 5.7833e+08
4.3870e-02 2.3071e+01 2.2511e+01 5.0964e+00 9.2252e+00 2.9423e+15 3.8078e-01 1.6737e+01 1.2753e+14 8.8585e-02 8.7885e-03 2.6834e+02 5.8090e+08
4.3417e-02 2.2842e+01 2.2525e+01 5.1083e+00 9.2285e+00 3.1652e+15 3.8304e-01 1.6729e+01 1.3857e+14 8.7376e-02 8.8115e-03 2.6626e+02 5.8290e+08
4.3108e-02 2.2684e+01 2.2537e+01 5.1178e+00 9.2312e+00 3.3239e+15 3.8483e-01 1.6724e+01 1.4653e+14 8.6548e-02 8.8265e-03 2.6481e+02 5.8460e+08
4.2801e-02 2.2526e+01 2.2553e+01 5.1297e+00 9.2346e+00 3.4876e+15 3.8705e-01 1.6719e+01 1.5483e+14 8.5715e-02 8.8408e-03 2.6336e+02 5.8687e+08
4.2330e-02 2.2281e+01 2.2570e+01 5.1433e+00 9.2384e+00 3.7326e+15 3.8963e-01 1.6710e+01 1.6753e+14 8.4436e-02 8.8618e-03 2.6108e+02 5.8930e+08
4.1928e-02 2.2069e+01 2.2586e+01 5.1560e+00 9.2420e+00 3.9331e+15 3.9205e-01 1.6702e+01 1.7822e+14 8.3348e-02 8.8787e-03 2.5909e+02 5.9168e+08
4.1509e-02 2.1847e+01 2.2601e+01 5.1677e+00 9.2453e+00 4.1615e+15 3.9429e-01 1.6695e+01 1.9049e+14 8.2214e-02 8.8956e-03 2.5699e+02 5.9380e+08
4.1179e-02 2.1670e+01 2.2617e+01 5.1806e+00 9.2490e+00 4.3327e+15 3.9671e-01 1.6688e+01 1.9994e+14 8.1317e-02 8.9083e-03 2.5531e+02 5.9642e+08
4.0663e-02 2.1391e+01 2.2637e+01 5.1966e+00 9.2535e+00 4.5981e+15 3.9977e-01 1.6678e+01 2.1495e+14 7.9908e-02 8.9271e-03 2.5264e+02 5.9949e+08
4.0151e-02 2.1111e+01 2.2655e+01 5.2101e+00 9.2573e+00 4.8807e+15 4.0240e-01 1.6668e+01 2.3119e+14 7.8530e-02 8.9447e-03 2.4996e+02 6.0198e+08
3.9801e-02 2.0918e+01 2.2668e+01 5.2209e+00 9.2604e+00 5.0610e+15 4.0447e-01 1.6661e+01 2.4195e+14 7.7588e-02 8.9561e-03 2.4809e+02 6.0412e+08
3.9456e-02 2.0726e+01 2.2682e+01 5.2319e+00 9.2635e+00 5.2316e+15 4.0657e-01 1.6654e+01 2.5241e+14 7.6659e-02 8.9670e-03 2.4624e+02 6.0630e+08
3.9097e-02 2.0525e+01 2.2697e+01 5.2434e+00 9.2667e+00 5.4162e+15 4.0879e-01 1.6647e+01 2.6389e+14 7.5695e-02 8.9779e-03 2.4429e+02 6.0864e+08
3.8711e-02 2.0307e+01 2.2711e+01 5.2545e+00 9.2699e+00 5.5729e+15 4.1093e-01 1.6638e+01 2.7443e+14 7.4672e-02 8.9891e-03 2.4219e+02 6.1082e+08
3.8392e-02 2.0126e+01 2.2725e+01 5.2651e+00 9.2729e+00 5.6889e+15 4.1297e-01 1.6632e+01 2.8267e+14 7.3831e-02 8.9981e-03 2.4043e+02 6.1302e+08
3.8024e-02 1.9915e+01 2.2742e+01 5.2783e+00 9.2767e+00 5.8410e+15 4.1549e-01 1.6624e+01 2.9330e+14 7.2846e-02 9.0082e-03 2.3839e+02 6.1586e+08
3.7537e-02 1.9634e+01 2.2758e+01 5.2914e+00 9.2804e+00 6.1825e+15 4.1802e-01 1.6613e+01 3.1489e+14 7.1515e-02 9.0211e-03 2.3567e+02 6.1850e+08
3.7191e-02 1.9433e+01 2.2774e+01 5.3038e+00 9.2839e+00 6.3992e+15 4.2040e-01 1.6606e+01 3.2930e+14 7.0576e-02 9.0298e-03 2.3373e+02 6.2123e+08
3.6728e-02 1.9162e+01 2.2791e+01 5.3167e+00 9.2876e+00 6.5842e+15 4.2289e-01 1.6595e+01 3.4361e+14 6.9358e-02 9.0411e-03 2.3111e+02 6.2387e+08
3.6371e-02 1.8951e+01 2.2802e+01 5.3257e+00 9.2901e+00 6.7921e+15 4.2464e-01 1.6587e+01 3.5840e+14 6.8414e-02 9.0495e-03 2.2908e+02 6.2569e+08
3.6160e-02 1.8826e+01 2.2811e+01 5.3323e+00 9.2920e+00 6.9533e+15 4.2591e-01 1.6582e+01 3.6935e+14 6.7851e-02 9.0544e-03 2.2787e+02 6.2711e+08
3.5949e-02 1.8700e+01 2.2818e+01 5.3379e+00 9.2936e+00 7.1051e+15 4.2700e-01 1.6578e+01 3.7995e+14 6.7285e-02 9.0591e-03 2.2666e+02 6.2830e+08
3.5800e-02 1.8611e+01 2.2824e+01 5.3426e+00 9.2949e+00 7.2033e+15 4.2789e-01 1.6574e+01 3.8704e+14 6.6885e-02 9.0624e-03 2.2580e+02 6.2931e+08
3.5651e-02 1.8522e+01 2.2831e+01 5.3485e+00 9.2966e+00 7.2810e+15 4.2901e-01 1.6571e+01 3.9310e+14 6.6488e-02 9.0656e-03 2.2494e+02 6.3063e+08
3.5419e-02 1.8383e+01 2.2841e+01 5.3557e+00 9.2986e+00 7.3700e+15 4.3039e-01 1.6565e+01 4.0092e+14 6.5880e-02 9.0705e-03 2.2360e+02 6.3222e+08
3.5188e-02 1.8244e+01 2.2848e+01 5.3616e+00 9.3003e+00 7.4580e+15 4.3153e-01 1.6560e+01 4.0879e+14 6.5288e-02 9.0753e-03 2.2225e+02 6.3348e+08
3.5044e-02 1.8157e+01 2.2854e+01 5.3661e+00 9.3016e+00 7.4899e+15 4.3238e-01 1.6556e+01 4.1252e+14 6.4922e-02 9.0782e-03 2.2141e+02 6.3448e+08
3.4900e-02 1.8070e+01 2.2862e+01 5.3722e+00 9.3034e+00 7.5220e+15 4.3354e-01 1.6553e+01 4.1628e+14 6.4555e-02 9.0811e-03 2.2058e+02 6.3590e+08
3.4648e-02 1.7917e+01 2.2872e+01 5.3800e+00 9.3056e+00 7.5748e+15 4.3504e-01 1.6547e+01 4.2278e+14 6.3913e-02 9.0861e-03 2.1910e+02 6.3765e+08
3.4396e-02 1.7764e+01 2.2880e+01 5.3858e+00 9.3072e+00 7.6613e+15 4.3615e-01 1.6541e+01 4.3129e+14 6.3280e-02 9.0910e-03 2.1763e+02 6.3889e+08
